id,Probability
1,0.07450423135463394
2,0.04732043813614018
3,0.015830705935453267
4,0.06411402677202918
5,0.10630567263637988
6,0.030533333302827887
7,0.04443240691983885
8,0.03236804685241885
9,0.008327811264676709
10,0.3104987949822351
11,0.014025874258591696
12,0.01739612642376857
13,0.013426670727509867
14,0.046056168022055664
15,0.051502852619932024
16,0.01694246450825252
17,0.032065161047338434
18,0.018035899090817403
19,0.222804375301764
20,0.07056922695800617
21,0.012839205394638942
22,0.013716050316764275
23,0.010127830476738183
24,0.5301374652384622
25,0.06277576893204634
26,0.016404275730833785
27,0.09445416566452419
28,0.01290211080484925
29,0.05451641544702174
30,0.019441622244394566
31,0.05568295758661042
32,0.01045189867295896
33,0.01374546513153843
34,0.05822143612867894
35,0.42098843227054933
36,0.055548364428572874
37,0.030537679429025924
38,0.014277957883888035
39,0.014740398670106576
40,0.05121564926839078
41,0.3391407802697138
42,0.26691047871758716
43,0.0986971000788026
44,0.011056413479772091
45,0.04544611813178223
46,0.008686083884091162
47,0.008779253366857035
48,0.018935117398596022
49,0.01883524060269086
50,0.03290447442485251
51,0.016123616403319593
52,0.01964803652996788
53,0.012896428153581678
54,0.06167269173846096
55,0.01993586890513796
56,0.07337414913986252
57,0.009943266273647887
58,0.09551908242573938
59,0.08412804435233469
60,0.08465388988790043
61,0.021228801018388307
62,0.012578989899760976
63,0.020710694157595192
64,0.012168666420459204
65,0.01796696988370501
66,0.02142630119727656
67,0.015118705080168502
68,0.13688499325002298
69,0.010680875978643017
70,0.622779615709694
71,0.02012492171948299
72,0.13158408324545495
73,0.011378456233762565
74,0.17293315309224314
75,0.01677312347809324
76,0.034746191770626295
77,0.08075648397666385
78,0.02943684731651717
79,0.019443586066795145
80,0.01739868240629579
81,0.013648213487670013
82,0.01581910989596935
83,0.026850872403792123
84,0.01046949858555607
85,0.019358351948547174
86,0.01673209654146505
87,0.047173659926128916
88,0.013431818135748752
89,0.02867614927458819
90,0.019219651429554733
91,0.05465324216836638
92,0.017135268424789414
93,0.014850416928521015
94,0.016657423152783908
95,0.009930191400910178
96,0.11899722043819339
97,0.03226409396102368
98,0.09524644037625059
99,0.015101593402449298
100,0.018850059765348048
101,0.05767703602029159
102,0.07756103446464761
103,0.010570234736138294
104,0.05690988881498792
105,0.05238563958340909
106,0.02247380684590998
107,0.39285289391159894
108,0.01612032815341121
109,0.011380049100681579
110,0.020069162121149137
111,0.020316387508167378
112,0.024371336105501087
113,0.022184871616258
114,0.47163001075140654
115,0.08937797232134989
116,0.01339753293519886
117,0.008327811264676709
118,0.08562571926294422
119,0.014935540620857923
120,0.011769504122405499
121,0.01267804734652415
122,0.04607308293973223
123,0.01373297427946608
124,0.505600582525604
125,0.01286612101276179
126,0.01854361187299547
127,0.009578502028755218
128,0.01966281660881522
129,0.008733780673513276
130,0.04116618676126309
131,0.03474022489742124
132,0.07007924787372848
133,0.009252059316390664
134,0.08961196021972617
135,0.1167109974892736
136,0.01159653432242316
137,0.16830031796659067
138,0.0419463709948707
139,0.010581219891690802
140,0.015822064046812846
141,0.009537275699157691
142,0.01526854619176202
143,0.008824532278376348
144,0.017431575289337538
145,0.3316115985024987
146,0.015128763374531888
147,0.009653843857280908
148,0.10739542815239207
149,0.011420973260303119
150,0.04800439033593695
151,0.008900499491255971
152,0.013994669588722442
153,0.010398265583876874
154,0.015236153119128742
155,0.018635302342200222
156,0.01964925157549263
157,0.05423410241629173
158,0.010320447828737547
159,0.09824677448315261
160,0.019517512106268134
161,0.0087231046932718
162,0.01611911449611135
163,0.01759243637593741
164,0.04745265090470874
165,0.014607304533157527
166,0.018449923954835586
167,0.5925592973028875
168,0.02215059668948974
169,0.19062752932863056
170,0.013065092158846853
171,0.009231504351706775
172,0.018400522716333734
173,0.018379884839381497
174,0.048723447384207134
175,0.01736847398864514
176,0.3057480981747724
177,0.020610597502685932
178,0.0802929641024565
179,0.01367424147263725
180,0.01597734209106199
181,0.044265613830502405
182,0.01278063881973991
183,0.018180358498258328
184,0.017344744817254232
185,0.10088642036662539
186,0.010314890115761859
187,0.011637169252418606
188,0.028220861102142763
189,0.05696111463851178
190,0.021947519193502654
191,0.01617190613326707
192,0.036929036540768456
193,0.016141717842382282
194,0.06082238709196966
195,0.015702504412310594
196,0.03123118215585607
197,0.011274871920364759
198,0.013318684541898664
199,0.01371261565458579
200,0.0113893630710286
201,0.06471871936872511
202,0.024912414980820256
203,0.3987438669671048
204,0.04121909381874327
205,0.01961971640530355
206,0.00967776887548739
207,0.02146589729053619
208,0.009657955003951477
209,0.07488465338916754
210,0.008686083884091162
211,0.10874701526653904
212,0.02741103098635223
213,0.015967417863086353
214,0.01141187056346203
215,0.019444049350114127
216,0.07748118552240427
217,0.013006444594921411
218,0.08474140735875635
219,0.01661975161739689
220,0.009653843857280908
221,0.019491685493253044
222,0.013330770459950871
223,0.015424418011548473
224,0.014798706885821362
225,0.014440519484498517
226,0.07383348932732675
227,0.013946794643704095
228,0.061845737500206825
229,0.08793664173287372
230,0.3640515612540888
231,0.19733568079714123
232,0.013611594534907888
233,0.014108878967382143
234,0.013057009400811375
235,0.008637241228228839
236,0.1992972225504527
237,0.0730148203229186
238,0.008686083884091162
239,0.017371115521522266
240,0.017771431449565764
241,0.048913353689411465
242,0.013572494339394923
243,0.010659990202246268
244,0.025145498421923346
245,0.08415231799679866
246,0.014934800430547006
247,0.03326933724311775
248,0.010684340073027336
249,0.018153786609715828
250,0.292076742910432
251,0.034051588435724735
252,0.2786372745334448
253,0.010688796445998298
254,0.08240391359627385
255,0.00848582718761651
256,0.012958836599841872
257,0.03461758552546285
258,0.14393991159646932
259,0.05056730932533741
260,0.11191760157851824
261,0.016172933926252568
262,0.02049984427441195
263,0.008824915264126296
264,0.05720375432050941
265,0.07468035480196464
266,0.019313438950416886
267,0.06747697411196063
268,0.04566843412944394
269,0.2302796597038893
270,0.00975018403407528
271,0.029286818944560502
272,0.03362957976738069
273,0.010318572622612187
274,0.01488298082790397
275,0.012059529695298884
276,0.026023411294213372
277,0.018242508958172258
278,0.011633085818381867
279,0.06598046343578064
280,0.026370870146415037
281,0.6240883715306705
282,0.04923490625817862
283,0.05394400040013284
284,0.010524924366983155
285,0.01231135992785804
286,0.01306007775021787
287,0.015639174693451163
288,0.04160680672093205
289,0.0667817036754623
290,0.07898361888552417
291,0.34228709539817104
292,0.009573914875292812
293,0.030591449509732836
294,0.015498248205160846
295,0.010034622913123322
296,0.023153945412767583
297,0.01171320375439928
298,0.029935687977015492
299,0.009207357122496982
300,0.010583236267025318
301,0.06737816953149707
302,0.011552610369093367
303,0.016223904645185437
304,0.011131191914625317
305,0.40699438784408876
306,0.03363216447423318
307,0.009752093769098703
308,0.30206102270130786
309,0.234728350219154
310,0.01673923479553429
311,0.47132389130136676
312,0.019585174088984133
313,0.2799665851807033
314,0.039912470988229164
315,0.04786709038435968
316,0.0813033795437067
317,0.25559321916871397
318,0.011170093346610975
319,0.012139205449346439
320,0.0821986895550535
321,0.08878553421553013
322,0.01719429320682001
323,0.015470809535263415
324,0.013573489840153644
325,0.07307700850770331
326,0.011665999701854486
327,0.018482141919863564
